,feicao_id,name,operador,titularida,categoria,tipo_grupo,tipo,cadastro,sigla_esta,nome_bacia,nome_bloco,sigla_camp,nome_campo,ambiente,ogr_fid,pos_anp,reclassifi,situacao,dat_inicio,dat_termin,dat_conclu,lat_4c,long_4c,latitude,longitude,datum_hori,tipo_coord,direcao,prof_vert,prof_sond,prof_medid,ref_profun,mesa_rotat,cota_altim,lamina_dag,datum_vert,uni_estrat,geo_grup_f,geo_form_f,geo_memb_f,cdpe,agp,pc,pag,p_conven,dur_perfur,p_digitais,p_process,p_espec,a_lateral,sismica,tempo_prof,dados_dire,teste_cabo,teste_form,canhoneio,testemunho,geoquimica,sig_sonda,nome_sonda,at_presal,creation_d,modificati,camada_id,geometry
7,1341552,9-BR-72D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281025032,RJ,Campos,BR,BR,BARRACUDA,M,23404,S,OUTRAS FINALIDADES,ABANDONADO PERMANENTEMENTE,08/09/2010,30/09/2010,30/09/2010,,,,,SIRGAS2000,Definitiva,Direcional,2763,3003,3003,MR,28,1046,1046,NM,,,,,Existe,,,,Existe,Existe,,,,Existe,Existe,,Existe,Existe,,,,,SS-20,OLINDA STAR,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.178 -22.6169)
8,1341554,7-BR-73HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281025105,RJ,Campos,BR,BR,BARRACUDA,M,23403,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,11/10/2010,27/10/2010,27/10/2010,,,,,SIRGAS2000,Definitiva,Horizontal,2721,3444,3444,MR,28,1046,1046,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-20,OLINDA STAR,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.178 -22.6169)
9,1341954,7-BR-86D-RJS,Petrobras,Confidencial,Desenvolvimento,producao,Explotatório,74281030239,RJ,Campos,,BR,BARRACUDA,M,30736,S,,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,09/03/2024,,,,,,,SIRGAS2000,Definitiva,Direcional,,,,MR,26,917,917,NM,,Lagoa Feia,Macabu,,,,,,,,,,,,,,,,,,,,"NS-44, NS-58","LAGUNA STAR, VALARIS DS-8",I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2311 -22.5928)
10,1343036,9-BR-79D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281025515,RJ,Campos,,BR,BARRACUDA,M,23410,S,OUTRAS FINALIDADES,ABANDONADO PERMANENTEMENTE,14/05/2011,06/06/2011,06/06/2011,,,,,SIRGAS2000,Definitiva,Direcional,2812,3010,3010,MR,28,1052,1052,NM,,,,,Existe,,,,Existe,Existe,,,,,,,Existe,Existe,,,Existe,,SS-20,OLINDA STAR,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.1643 -22.6056)
11,1343325,3-BRSA-1020-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,74281025897,RJ,Campos,BR,BR,BARRACUDA,M,23357,S,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,06/12/2011,08/03/2012,21/05/2012,,,,,SIRGAS2000,Definitiva,Vertical,4532.7,4560,4559,MR,26,1027,1027,NM,,,,,Existe,,Existe,,Existe,Existe,,,,Existe,Existe,,Existe,Existe,Existe,,Existe,,SS-67,OCEAN WORKER,S,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.1972 -22.6263)
12,1343510,9-BR-33D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019383,RJ,Campos,BR,BR,BARRACUDA,M,23044,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,21/04/2001,28/06/2001,04/07/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,3400,3400,MR,25,734,734,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,P-23,PETROBRAS  XXIII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2995 -22.5567)
13,1343512,7-BR-29HPA-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019403,RJ,Campos,BR,BR,BARRACUDA,M,23040,S,,PRODUZINDO,03/05/2001,09/05/2001,07/06/2001,,,,,SIRGAS2000,Definitiva,Horizontal,0,5056,5056,MR,25,798,798,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2757 -22.5624)
14,1343515,7-BR-32HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019443,RJ,Campos,BR,BR,BARRACUDA,M,23078,S,,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,24/05/2001,05/07/2001,22/08/2001,,,,,SIRGAS2000,Definitiva,Horizontal,0,3534,3534,MR,26,856,856,NM,,,,,,,,,Existe,Existe,,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2138 -22.5486)
15,1343516,9-BR-35D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019463,RJ,Campos,BR,BR,BARRACUDA,M,23066,S,,ABANDONADO PERMANENTEMENTE,05/06/2001,05/07/2001,09/07/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,3516,3516,MR,17,836,836,NM,,,,,,Existe,,,Existe,Existe,,,Existe,,,,Existe,Existe,,,,,SS-37,OCEAN YATZI,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2533 -22.5624)
16,1343564,9-BR-24D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019144,RJ,Campos,BR,BR,BARRACUDA,M,23025,S,,ABANDONADO PERMANENTEMENTE,07/12/2000,00/01/1900,21/12/2000,,,,,SIRGAS2000,Definitiva,Direcional,0,2778,2778,MR,25,847,847,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2758 -22.5889)
17,1343565,9-BR-26D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019189,RJ,Campos,BR,BR,BARRACUDA,M,23054,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,05/01/2001,30/01/2001,30/01/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,3660,3660,MR,26,752,752,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2689 -22.5386)
18,1343597,9-BR-22-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019004,RJ,Campos,BR,BR,BARRACUDA,M,23046,S,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,07/09/2000,00/01/1900,18/09/2000,,,,,SIRGAS2000,Definitiva,Vertical,0,1115,1115,MR,26,772,772,NM,,,,,,Existe,,,,,,,,,,,,,,,,,SS-54,OCEAN WINNER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.283 -22.5562)
19,1343598,9-BR-22A-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019014,RJ,Campos,BR,BR,BARRACUDA,M,23047,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,20/09/2000,00/01/1900,13/10/2000,,,,,SIRGAS2000,Definitiva,Vertical,0,3063,3063,MR,25,771,771,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2829 -22.5562)
20,1343605,7-BR-23HPA-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019077,RJ,Campos,BR,BR,BARRACUDA,M,23048,S,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,28/10/2000,00/01/1900,09/11/2000,,,,,SIRGAS2000,Definitiva,Horizontal,0,3950,3950,MR,25,771,771,NM,,,,,,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2828 -22.5562)
21,1343738,3-BR-1-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810195200,RJ,Campos,BR,BR,BARRACUDA,M,22876,N,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,23/08/1992,16/09/1992,16/09/1992,,,,,SIRGAS2000,Definitiva,Vertical,0,3170,0,MR,12,750,750,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,NS-09,S. C. LANCER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2364 -22.5178)
22,1343739,7-BR-36HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019532,RJ,Campos,BR,BR,BARRACUDA,M,23064,S,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,09/07/2001,31/07/2001,31/07/2001,,,,,SIRGAS2000,Definitiva,Horizontal,0,3704,3704,MR,17,836,836,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-37,OCEAN YATZI,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2533 -22.5624)
23,1343974,1-RJS-344-RJS,Petrobras,Público,Pioneiro,exploratorio,Exploratório,742810147500,RJ,Campos,BR,BR,BARRACUDA,M,23077,N,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,12/02/1986,07/05/1986,07/05/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,3742,0,MR,12,872,872,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,NS-09,S. C. LANCER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2196 -22.5585)
24,1344110,9-BR-52D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281020150,RJ,Campos,BR,BR,BARRACUDA,M,23083,S,,ABANDONADO PERMANENTEMENTE,01/09/2002,14/09/2002,24/09/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,2697,2697,MR,26,914,914,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2253 -22.5845)
25,1344114,7-BR-53HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281020181,RJ,Campos,BR,BR,BARRACUDA,M,23086,S,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,01/10/2002,25/10/2002,31/10/2002,,,,,SIRGAS2000,Definitiva,Horizontal,0,3237,3237,MR,26,914,914,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2253 -22.5845)
26,1363113,7-BR-86DA-RJS,Petrobras,Confidencial,Desenvolvimento,producao,7,74281030499,RJ,Campos,,BR,BARRACUDA,M,31002,S,,,03/02/2025,,,,,,,SIRGAS2000,Definitiva,Direcional,,,,MR,26.5,919,919,NM,,,,,,,,,,,,,,,,,,,,,,,NS-58,VALARIS DS-8,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2314 -22.5928)
27,1344311,9-BR-54DP-RJS,Petrobras,Público,Especial,especial,Explotatório,74281020191,RJ,Campos,BR,BR,BARRACUDA,M,23085,S,,ABANDONADO PERMANENTEMENTE,24/09/2002,00/01/1900,26/09/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,2687,2687,MR,26,914,914,NM,,,,,,Existe,,,Existe,Existe,Existe,,,,,,Existe,Existe,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2253 -22.5845)
28,1344314,3-BR-7-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810202200,RJ,Campos,BR,BR,BARRACUDA,M,23358,N,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,26/07/1993,14/08/1993,14/08/1993,,,,,SIRGAS2000,Definitiva,Vertical,0,3170,0,MR,14,1015,1015,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.1944 -22.6158)
29,1344320,7-BR-55HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281020270,RJ,Campos,BR,BR,BARRACUDA,M,23082,S,PRODUTOR COMERCIAL DE PETRÓLEO,EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO,17/12/2002,11/01/2003,29/04/2003,,,,,SIRGAS2000,Definitiva,Horizontal,0,3192,3192,MR,26,914,914,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2253 -22.5845)
30,1344335,9-BR-59D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281020691,RJ,Campos,BR,BR,BARRACUDA,M,23072,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,21/10/2003,06/11/2003,13/11/2003,,,,,SIRGAS2000,Definitiva,Direcional,0,4180,4180,MR,260,891,891,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.241 -22.5882)
31,1344700,9-BR-41D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019722,RJ,Campos,BR,BR,BARRACUDA,M,23033,S,,ABANDONADO PERMANENTEMENTE,29/11/2001,00/01/1900,10/01/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,4455,4455,MR,26,799,799,NM,,,,,,Existe,,,Existe,Existe,,,,,,,Existe,Existe,,,,,SS-55,OCEAN ALLIANCE,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2773 -22.5641)
32,1344750,9-BR-28D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019237,RJ,Campos,BR,BR,BARRACUDA,M,23041,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,05/02/2001,11/03/2001,04/04/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,4583,4583,MR,26,799,799,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2757 -22.5624)
33,1344755,3-BR-4-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810198200,RJ,Campos,BR,BR,BARRACUDA,M,23312,N,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,22/12/1992,12/01/1993,12/01/1993,,,,,SIRGAS2000,Definitiva,Vertical,0,3012,0,MR,12,820,820,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2975 -22.5999)
34,1344757,3-RJS-484-RJ,Petrobras,Público,Extensão,exploratorio,Exploratório,742810198300,RJ,Campos,BR,BR,BARRACUDA,M,22870,N,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,24/12/1992,10/01/1993,10/01/1993,,,,,SIRGAS2000,Definitiva,Vertical,0,3410,0,MR,30,877,877,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SS42,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.1809 -22.5328)
35,1344758,9-BR-43D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019834,RJ,Campos,BR,BR,BARRACUDA,M,23031,S,,ABANDONADO PERMANENTEMENTE,20/02/2002,17/03/2002,17/03/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,3680,3680,MR,26,799,799,NM,,,,,,Existe,,,Existe,Existe,Existe,,,,,,Existe,Existe,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2754 -22.5641)
36,1344786,7-BR-49HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019897,RJ,Campos,BR,BR,BARRACUDA,M,23087,S,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,23/03/2002,08/04/2002,19/04/2002,,,,,SIRGAS2000,Definitiva,Horizontal,0,3790,3790,MR,17,916,916,NM,,,,,,,,,Existe,Existe,,,,,,,Existe,,,,,,SS-37,OCEAN YATZI,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2254 -22.5863)
37,1344808,9-BR-30-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019329,RJ,Campos,BR,BR,BARRACUDA,M,23081,S,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,27/03/2001,27/03/2001,27/03/2001,,,,,SIRGAS2000,Definitiva,Vertical,0,900,900,MR,25,865,865,NM,,,,,,,,,,,,,,,,,,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2137 -22.5484)
38,1344809,9-BR-30A-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019330,RJ,Campos,BR,BR,BARRACUDA,M,23080,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,27/03/2001,09/04/2001,09/04/2001,,,,,SIRGAS2000,Definitiva,Vertical,0,2632,2632,MR,25,856,856,NM,,,,,,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2138 -22.5486)
39,1344848,9-BR-50D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019960,RJ,Campos,BR,BR,BARRACUDA,M,23035,S,,ABANDONADO PERMANENTEMENTE,26/04/2002,00/01/1900,11/05/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,3491,3491,MR,26,800,800,NM,,,,,,Existe,,,Existe,Existe,Existe,,,,,,Existe,Existe,,,,,SS-55,OCEAN ALLIANCE,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2739 -22.563)
40,1344980,9-BR-46D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019859,RJ,Campos,BR,BR,BARRACUDA,M,23319,S,,ABANDONADO PERMANENTEMENTE,07/03/2002,15/03/2002,20/03/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,2841,2841,MR,38,906,906,NM,,,,,,Existe,,,Existe,Existe,,,Existe,,,,Existe,Existe,,,,,SS-58,ODN TAY IV,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2485 -22.602)
41,1345064,3-BR-2-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810200900,RJ,Campos,BR,BR,BARRACUDA,M,23061,N,EXTENSÃO PARA PETRÓLEO,"ABANDONADO/PARADO AGUARDANDO INTERVENÇÃO PARA AVALIAÇÃO, COMPLETAÇÃO OU RESTAURAÇÃO",04/05/1993,18/05/1993,18/05/1993,,,,,SIRGAS2000,Definitiva,Vertical,0,3142,0,MR,12,687,687,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2971 -22.5343)
42,1346210,9-BR-10D-RJS,Petrobras,Público,Especial,especial,Explotatório,742810232300,RJ,Campos,BR,BR,BARRACUDA,M,23059,N,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,10/11/1998,23/11/1998,23/11/1998,,,,,SIRGAS2000,Definitiva,Direcional,0,3236,0,MR,22,750,750,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SS40,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2704 -22.5368)
43,1346211,9-BR-12D-RJS,Petrobras,Público,Especial,especial,Explotatório,742810232800,RJ,Campos,BR,BR,BARRACUDA,M,23056,N,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,05/11/1998,17/12/1998,17/12/1998,,,,,SIRGAS2000,Definitiva,Direcional,0,2884,0,MR,22,745,745,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SS40,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.27 -22.537)
44,1346264,7-BR-40H-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019601,RJ,Campos,BR,BR,BARRACUDA,M,23068,S,,ABANDONADO PERMANENTEMENTE,28/08/2001,00/01/1900,20/09/2001,,,,,SIRGAS2000,Definitiva,Horizontal,0,0,0,MR,17,840,840,NM,,,,,,,,,,Existe,,,,,,,Existe,,,,,,SS-37,OCEAN YATZI,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2501 -22.5642)
45,1348032,9-BR-48D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019856,RJ,Campos,BR,BR,BARRACUDA,M,23088,S,,ABANDONADO PERMANENTEMENTE,06/03/2002,18/03/2002,25/03/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,0,0,MR,17,916,916,NM,,,,,,Existe,,,Existe,Existe,Existe,,,,,,Existe,Existe,,,,,SS-37,OCEAN YATZI,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2254 -22.5863)
46,1333734,8-BR-16HP-RJS,Petrobras,Público,Injeção,producao,Explotatório,742810233300,RJ,Campos,BR,BR,BARRACUDA,M,23057,N,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,20/12/1998,03/02/1999,03/02/1999,,,,,SIRGAS2000,Definitiva,Horizontal,0,3726,0,MR,22,745,745,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,,SS40,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.27 -22.537)
47,1333814,8-BR-37D-RJS,Petrobras,Público,Injeção,producao,Explotatório,74281019608,RJ,Campos,BR,BR,BARRACUDA,M,23029,S,,FECHADO,07/09/2001,00/01/1900,18/12/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,2625,2625,MR,27,794,794,NM,,,,,,Existe,,,Existe,,Existe,,,,,,Existe,Existe,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2847 -22.5738)
48,1333815,8-BR-38D-RJS,Petrobras,Público,Injeção,producao,Explotatório,74281019613,RJ,Campos,BR,BR,BARRACUDA,M,23028,S,,FECHADO,10/09/2001,00/01/1900,18/12/2001,,,,,SIRGAS2000,Definitiva,Direcional,0,2595,2595,MR,27,797,797,NM,,,,,,Existe,,,Existe,,,,Existe,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2849 -22.5747)
49,1333836,7-BR-31HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019370,RJ,Campos,BR,BR,BARRACUDA,M,23079,S,,PRODUZINDO,12/04/2001,28/04/2001,22/08/2001,,,,,SIRGAS2000,Definitiva,Horizontal,0,3285,3285,MR,26,856,856,NM,,,,,,,,,,,Existe,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2138 -22.5486)
50,1333884,8-BR-78HP-RJS,Petrobras,Público,Injeção,producao,Explotatório,74281025426,RJ,Campos,BR,BR,BARRACUDA,M,23368,S,INJEÇÃO DE ÁGUA,FECHADO,25/03/2011,08/04/2011,08/04/2011,,,,,SIRGAS2000,Definitiva,Horizontal,2733,3741,3741,MR,28,969,969,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-20,OLINDA STAR,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.202 -22.5949)
51,1333902,3-BR-8-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810200200,RJ,Campos,BR,BR,BARRACUDA,M,23051,N,EXTENSÃO PARA PETRÓLEO,FECHADO,21/03/1993,09/04/1993,09/04/1993,,,,,SIRGAS2000,Definitiva,Vertical,0,3400,0,MR,12,747,747,NM,,,,,,Existe,Existe,,,,Existe,,,,,,,,,,,Existe,NS-11,PARAGON DPDS1 (NOBLE PHOENIX),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2736 -22.5427)
52,1333935,1-RJS-380-RJS,Petrobras,Público,Pioneiro,exploratorio,Exploratório,742810185600,RJ,Campos,BR,BR,BARRACUDA,M,23070,N,DESCOBRIDOR DE CAMPO COM PETRÓLEO,FECHADO,14/09/1990,06/10/1990,06/10/1990,,,,,SIRGAS2000,Definitiva,Vertical,0,3039,0,MR,12,889,889,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,NS-09,S. C. LANCER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2399 -22.5838)
53,1334009,7-BR-73HPA-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281025184,RJ,Campos,BR,BR,BARRACUDA,M,23405,S,PRODUTOR COMERCIAL DE PETRÓLEO,FECHADO,12/11/2010,16/11/2010,16/11/2010,,,,,SIRGAS2000,Definitiva,Horizontal,2692,3880,3880,MR,28,1046,1046,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-20,OLINDA STAR,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.178 -22.6169)
54,1334365,8-BR-16HPA-RJS,Petrobras,Público,Injeção,producao,Explotatório,742810234200,RJ,Campos,BR,BR,BARRACUDA,M,23058,N,INJEÇÃO DE ÁGUA,FECHADO,05/02/1999,19/02/1999,19/02/1999,,,,,SIRGAS2000,Definitiva,Horizontal,0,4183,0,MR,22,745,745,NM,,,,,,Existe,Existe,,Existe,Existe,Existe,,,,,,,Existe,,,,,SS40,,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.27 -22.537)
55,1334842,9-BR-82D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281029279,RJ,Campos,,BR,BARRACUDA,M,23361,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,16/09/2018,17/09/2018,11/10/2018,,,,,SIRGAS2000,Definitiva,Direcional,1935,1935,1935,MR,32,954,954,NM,,Lagoa Feia,Macabu,,Existe,,,,,Existe,Existe,,,,,,Existe,,,,,,NS-41,ODN I,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.2261 -22.6131)
56,1335019,8-BR-58D-RJS,Petrobras,Público,Injeção,producao,Explotatório,74281020590,RJ,Campos,BR,BR,BARRACUDA,M,23364,S,INJEÇÃO DE ÁGUA,FECHADO,01/08/2003,00/01/1900,17/08/2003,,,,,SIRGAS2000,Definitiva,Direcional,0,3590,3590,MR,27,949,949,NM,,,,,,Existe,,,Existe,Existe,,,Existe,,,,Existe,Existe,,,,,SS-16,PETROBRAS X,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.22 -22.6026)
