,feicao_id,name,operador,titularida,categoria,tipo_grupo,tipo,cadastro,sigla_esta,nome_bacia,nome_bloco,sigla_camp,nome_campo,ambiente,ogr_fid,pos_anp,reclassifi,situacao,dat_inicio,dat_termin,dat_conclu,lat_4c,long_4c,latitude,longitude,datum_hori,tipo_coord,direcao,prof_vert,prof_sond,prof_medid,ref_profun,mesa_rotat,cota_altim,lamina_dag,datum_vert,uni_estrat,geo_grup_f,geo_form_f,geo_memb_f,cdpe,agp,pc,pag,p_conven,dur_perfur,p_digitais,p_process,p_espec,a_lateral,sismica,tempo_prof,dados_dire,teste_cabo,teste_form,canhoneio,testemunho,geoquimica,sig_sonda,nome_sonda,at_presal,creation_d,modificati,camada_id,geometry
0,1341508,9-AB-109DP-RJS,Petrobras,Público,Especial,especial,Explotatório,74281023975,RJ,Campos,AB,AB,ALBACORA,M,24773,S,ABANDONADO POR OBJETIVO FORA DE PREVISÃO,ABANDONADO PERMANENTEMENTE,11/06/2009,19/06/2009,19/07/2009,,,,,SIRGAS2000,Definitiva,Direcional,2387,3058,3058,MR,27,433,433,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-52,OCEAN WHITTINGTON,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9485 -22.0624)
1,1332458,9-AB-131D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281028606,RJ,Campos,,AB,ALBACORA,M,24577,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,04/12/2015,05/01/2016,13/01/2016,,,,,SIRGAS2000,Definitiva,Direcional,2718.34,3153,3153,MR,19,982,982,NM,,Campos,Carapebus,,Existe,,,,,Existe,,,,,,,Existe,Existe,,,,,SS-71,Noble Dave Beard,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.879 -22.0614)
2,1341652,7-AB-53DA-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810216200,RJ,Campos,AB,AB,ALBACORA,M,24613,N,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,24/05/1996,21/06/1996,21/06/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,3548,0,MR,25,441,441,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9341 -22.1303)
3,1342622,7-AB-28D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810201900,RJ,Campos,AB,AB,ALBACORA,M,24630,N,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,05/07/1993,24/07/1993,24/07/1993,,,,,SIRGAS2000,Definitiva,Direcional,0,2982,0,MR,30,475,475,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS42,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9279 -22.1085)
4,1342623,7-AB-43D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810208100,RJ,Campos,AB,AB,ALBACORA,M,24832,N,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,29/05/1994,10/06/1994,10/06/1994,,,,,SIRGAS2000,Definitiva,Direcional,0,3276,0,MR,22,538,538,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS40,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9251 -22.1432)
5,1342922,7-AB-11D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810190900,RJ,Campos,AB,AB,ALBACORA,M,24636,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,19/12/1991,01/01/1992,01/01/1992,,,,,SIRGAS2000,Definitiva,Direcional,0,1284,0,MR,28,597,597,NM,,,,,,,,,,,,,,,,,,,,,,,SS36,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9143 -22.1008)
6,1343602,7-AB-64H-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281019039,RJ,Campos,AB,AB,ALBACORA,M,25142,S,,ABANDONADO PERMANENTEMENTE,05/10/2000,00/01/1900,19/12/2000,,,,,SIRGAS2000,Definitiva,Horizontal,0,3890,3890,MR,25,290,290,NM,,,,,,,,,,,Existe,,,,,,Existe,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.0011 -22.1336)
7,1343708,7-AB-13H-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810191200,RJ,Campos,AB,AB,ALBACORA,M,24744,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,27/12/1991,01/01/1992,01/01/1992,,,,,SIRGAS2000,Definitiva,Horizontal,0,665,0,MR,25,290,290,NM,,,,,,,,,,,,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9889 -22.1382)
8,1343851,3-AB-1A-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810149000,RJ,Campos,AB,AB,ALBACORA,M,24764,N,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,09/03/1986,04/04/1986,04/04/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,3130,0,MR,10,423,423,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,Existe,NS-5,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9368 -22.1039)
9,1343967,3-RJS-329-RJ,Petrobras,Público,Extensão,exploratorio,Exploratório,742810136700,RJ,Campos,AB,AB,ALBACORA,M,25143,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,21/09/1985,21/09/1985,21/09/1985,,,,,SIRGAS2000,Definitiva,Vertical,0,372,0,MR,25,277,277,NM,,,,,,,,,,,,,,,,,,,,,,,P-16,PETROBRAS XVI,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.988 -22.1211)
10,1343968,3-RJS-335-RJ,Petrobras,Público,Extensão,exploratorio,Exploratório,742810141000,RJ,Campos,AB,AB,ALBACORA,M,24830,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,15/11/1985,07/12/1985,07/12/1985,,,,,SIRGAS2000,Definitiva,Vertical,0,1220,0,MR,13,644,644,NM,,,,,,,,,,,,,,,,,,,,,,,NS-7,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9177 -22.1587)
11,1343969,3-RJS-333-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810141100,RJ,Campos,AB,AB,ALBACORA,M,24622,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,16/11/1985,02/12/1985,02/12/1985,,,,,SIRGAS2000,Definitiva,Vertical,0,1500,0,MR,12,940,940,NM,,,,,,,,,,,,,,,,,,,,,,,NS-09,S. C. LANCER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.881 -22.1256)
12,1343970,3-RJS-333A-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810142400,RJ,Campos,AB,AB,ALBACORA,M,24623,N,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,07/12/1985,03/02/1986,03/02/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,3621,0,MR,12,940,940,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,,NS-09,S. C. LANCER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.881 -22.1255)
13,1343972,4-RJS-330-RJ,Petrobras,Público,Pioneiro Adjacente,exploratorio,Exploratório,742810143200,RJ,Campos,AB,AB,ALBACORA,M,24800,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,12/12/1985,12/12/1985,12/12/1985,,,,,SIRGAS2000,Definitiva,Vertical,0,422,0,MR,25,325,325,NM,,,,,,,,,,,,,,,,,,,,,,,P-16,PETROBRAS XVI,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9699 -22.1505)
14,1343973,3-RJS-343A-RJ,Petrobras,Público,Extensão,exploratorio,Exploratório,742810147000,RJ,Campos,AB,AB,ALBACORA,M,25050,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,09/02/1986,10/02/1986,10/02/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,351,0,MR,27,250,250,NM,,,,,,,,,,,,,,,,,,,,,,,SS-16,PETROBRAS X,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.0045 -22.1516)
15,1343975,3-RJS-343B-RJ,Petrobras,Público,Extensão,exploratorio,Exploratório,742810147600,RJ,Campos,AB,AB,ALBACORA,M,24784,N,EXTENSÃO PARA PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,11/02/1986,28/03/1986,28/03/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,3418,0,MR,28,252,252,NM,,,,,,Existe,Existe,,,,Existe,,,,Existe,Existe,,,,,,,SS-16,PETROBRAS X,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-40.0044 -22.1518)
16,1343976,3-AB-1-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,742810148800,RJ,Campos,AB,AB,ALBACORA,M,24765,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,07/03/1986,09/03/1986,09/03/1986,,,,,SIRGAS2000,Definitiva,Vertical,0,506,0,MR,10,423,423,NM,,,,,,,,,,,,,,,,,,,,,,,NS-5,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9369 -22.1038)
17,1344316,3-BRSA-208DP-RJS,Petrobras,Público,Extensão,exploratorio,Exploratório,74281020240,RJ,Campos,AB,AB,ALBACORA,M,24814,S,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,18/11/2002,13/12/2002,22/12/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,3555,0,MR,22,582,582,NM,,,,,Existe,Existe,Existe,,,,Existe,,,,,,Existe,,,,,,SS-41,TRANSOCEAN LEGEND,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9296 -22.1766)
18,1344317,9-ABL-10D-RJS,Petrobras,Público,Especial,especial,Exploratório,74281020244,RJ,Campos,AB,AB,ALBACORA,M,24586,S,,ABANDONADO PERMANENTEMENTE,26/11/2002,05/12/2002,17/12/2002,,,,,SIRGAS2000,Definitiva,Direcional,0,2865,2865,MR,18,1088,1088,NM,,,,,,Existe,,,Existe,Existe,Existe,,,,,,Existe,Existe,,,,,SS-57,ENSCO 6002,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.864 -22.0604)
19,1344353,7-AB-50D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810215100,RJ,Campos,AB,AB,ALBACORA,M,24797,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,23/02/1996,24/02/1996,24/02/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,653,0,MR,25,370,370,NM,,,,,,,,,,,,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.956 -22.1813)
20,1344354,9-AB-84D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281021512,RJ,Campos,AB,AB,ALBACORA,M,24569,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,04/10/2005,00/01/1900,03/11/2005,,,,,SIRGAS2000,Definitiva,Direcional,0,0,0,MR,14,950,950,NM,,,,,,Existe,,,Existe,Existe,,,Existe,,,,Existe,,,,,,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8823 -22.0654)
21,1344355,7-AB-50DA-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810215200,RJ,Campos,AB,AB,ALBACORA,M,24799,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,24/02/1996,28/02/1996,28/02/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,755,0,MR,25,370,370,NM,,,,,,Existe,,,,,,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.956 -22.1813)
22,1344364,7-AB-52D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810217300,RJ,Campos,AB,AB,ALBACORA,M,24819,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,24/07/1996,12/08/1996,12/08/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,3267,0,MR,25,460,460,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9368 -22.1573)
23,1344369,7-AB-89H-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281021814,RJ,Campos,AB,AB,ALBACORA,M,24564,S,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,07/05/2006,30/05/2006,12/06/2006,,,,,SIRGAS2000,Definitiva,Horizontal,0,3151,3151,MR,26,925,925,NM,,,,,Existe,,,,,,Existe,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8831 -22.0811)
24,1344375,7-AB-56D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810219000,RJ,Campos,AB,AB,ALBACORA,M,24817,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,29/09/1996,17/12/1996,17/12/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,2908,0,MR,25,455,455,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.937 -22.1571)
25,1344418,7-AB-53D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810216100,RJ,Campos,AB,AB,ALBACORA,M,24614,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,13/05/1996,23/05/1996,23/05/1996,,,,,SIRGAS2000,Definitiva,Direcional,0,564,0,MR,22,440,440,NM,,,,,,,,,,,,,,,,,,,,,,,SS-22,PETROBRAS XVII,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.934 -22.1303)
26,1344419,9-AB-82D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281021622,RJ,Campos,AB,AB,ALBACORA,M,24572,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,21/12/2005,00/01/1900,17/01/2006,,,,,SIRGAS2000,Definitiva,Direcional,0,0,3170,MR,14,953,953,NM,,,,,,Existe,,,,Existe,Existe,,,,,,Existe,Existe,,,,,NS-15,PARAGON DPDS3 (NOBLE ROGER EASON),,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8842 -22.0582)
27,1344702,7-AB-22D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810197500,RJ,Campos,AB,AB,ALBACORA,M,24644,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,20/11/1992,22/11/1992,22/11/1992,,,,,SIRGAS2000,Definitiva,Direcional,0,648,0,MR,28,601,601,NM,,,,,,,,,,,,,,,,,,,,,,,SS36,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9136 -22.0971)
28,1344753,7-AB-14D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810192800,RJ,Campos,AB,AB,ALBACORA,M,24611,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,21/04/1992,05/05/1992,05/05/1992,,,,,SIRGAS2000,Definitiva,Direcional,0,2064,0,MR,22,445,445,NM,,,,,,,,,,,,,,,,,,,,,,,SS40,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9338 -22.1308)
29,1344850,7-AB-57HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810223500,RJ,Campos,AB,AB,ALBACORA,M,24747,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,04/07/1997,14/07/1997,14/07/1997,,,,,SIRGAS2000,Definitiva,Horizontal,0,4026,0,MR,26,295,295,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-46,OCEAN BARONESS,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.988 -22.1376)
30,1345065,7-AB-27D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810201000,RJ,Campos,AB,AB,ALBACORA,M,24762,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,11/05/1993,14/05/1993,14/05/1993,,,,,SIRGAS2000,Definitiva,Direcional,0,555,0,MR,30,476,476,NM,,,,,,,,,,,,,,,,,,,,,,,SS42,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9281 -22.1085)
31,1345537,8-AB-58D-RJS,Petrobras,Público,Injeção,producao,Explotatório,742810228600,RJ,Campos,AB,AB,ALBACORA,M,25147,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,08/04/1998,08/04/1998,08/04/1998,,,,,SIRGAS2000,Definitiva,Direcional,0,391,0,MR,25,290,290,NM,,,,,,Existe,,,,,,,,,,,,,,,,,SS-52,OCEAN WHITTINGTON,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9882 -22.1346)
32,1345538,8-AB-58DA-RJS,Petrobras,Público,Injeção,producao,Explotatório,742810228700,RJ,Campos,AB,AB,ALBACORA,M,24755,N,ABANDONADO POR OBJETIVO/ALVO NÃO ATINGIDO,ABANDONADO PERMANENTEMENTE,10/04/1998,03/06/1998,03/06/1998,,,,,SIRGAS2000,Definitiva,Direcional,0,4239,0,MR,25,294,294,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-52,OCEAN WHITTINGTON,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9882 -22.1346)
33,1345776,8-AB-58DB-RJS,Petrobras,Público,Injeção,producao,Explotatório,742810229500,RJ,Campos,AB,AB,ALBACORA,M,24756,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,14/06/1998,14/07/1998,14/07/1998,,,,,SIRGAS2000,Definitiva,Direcional,0,4265,0,MR,25,294,294,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-52,OCEAN WHITTINGTON,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9882 -22.1346)
34,1345981,7-AB-19D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810195400,RJ,Campos,AB,AB,ALBACORA,M,24643,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,02/09/1992,04/09/1992,04/09/1992,,,,,SIRGAS2000,Definitiva,Direcional,0,698,0,MR,25,560,560,NM,,,,,,,,,,,,,,,,,,,,,,,SS-41,TRANSOCEAN LEGEND,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9138 -22.0972)
35,1346135,7-AB-30D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810203100,RJ,Campos,AB,AB,ALBACORA,M,24638,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,12/09/1993,12/09/1993,12/09/1993,,,,,SIRGAS2000,Definitiva,Direcional,0,670,0,MR,30,600,600,NM,,,,,,Existe,,,,,,,,,,,,,,,,,SS42,,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9135 -22.098)
36,1346205,7-AB-100-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281023097,RJ,Campos,AB,AB,ALBACORA,M,24558,S,PRODUTOR COMERCIAL DE GÁS NATURAL,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,13/06/2008,03/07/2008,28/08/2008,,,,,SIRGAS2000,Definitiva,Vertical,2709,0,2709,MR,26,894,894,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8875 -22.0782)
37,1348023,9-AB-79-RJS,Petrobras,Público,Especial,especial,Explotatório,74281021215,RJ,Campos,AB,AB,ALBACORA,M,24563,S,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,20/01/2005,00/01/1900,01/03/2005,,,,,SIRGAS2000,Definitiva,Vertical,0,3216,3216,MR,26,912,912,NM,,,,,Existe,Existe,,,Existe,,Existe,,Existe,,,,Existe,Existe,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.882 -22.0852)
38,1348173,9-AB-109DPA-RJS,Petrobras,Público,Especial,especial,Explotatório,74281024043,RJ,Campos,AB,AB,ALBACORA,M,24774,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,18/07/2009,02/08/2009,08/08/2009,,,,,SIRGAS2000,Definitiva,Direcional,2353.5,3266,3266,MR,27,433,433,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-52,OCEAN WHITTINGTON,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9485 -22.0624)
39,1348174,9-AB-111D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281024000,RJ,Campos,AB,AB,ALBACORA,M,24760,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,30/06/2009,01/08/2009,07/08/2009,,,,,SIRGAS2000,Definitiva,Direcional,2850.8,0,3143,MR,22.5,382,382,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-64,OCEAN CONCORD,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9452 -22.1237)
40,1348175,9-AB-71-RJS,Petrobras,Público,Especial,especial,Explotatório,74281020280,RJ,Campos,AB,AB,ALBACORA,M,24575,S,DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO,ABANDONADO PERMANENTEMENTE,27/12/2002,00/01/1900,14/01/2003,,,,,SIRGAS2000,Definitiva,Vertical,0,3277,3277,MR,22,1050,1050,NM,,,,,Existe,Existe,,,Existe,,,,Existe,,,,Existe,,,,,,SS-41,TRANSOCEAN LEGEND,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8648 -22.0949)
41,1348845,9-AB-67-RJS,Petrobras,Público,Especial,especial,Explotatório,74281019967,RJ,Campos,AB,AB,ALBACORA,M,24579,S,,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,30/04/2002,29/05/2002,05/06/2002,,,,,SIRGAS2000,Definitiva,Vertical,0,3445,3445,MR,19,1029,1029,NM,,,,,,Existe,,,,Existe,Existe,,,,Existe,,Existe,,,,,,SS-57,ENSCO 6002,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8657 -22.0889)
42,1349225,7-AB-36D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810205900,RJ,Campos,AB,AB,ALBACORA,M,24551,N,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,09/01/1994,26/01/1994,26/01/1994,,,,,SIRGAS2000,Definitiva,Direcional,0,3253,0,MR,22,600,600,NM,,,,,,,Existe,,,,Existe,,,,,,,,,,,,SS-41,TRANSOCEAN LEGEND,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9142 -22.0951)
43,1349227,9-AB-122D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281025311,RJ,Campos,AB,AB,ALBACORA,M,24768,S,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,21/01/2011,14/02/2011,24/02/2011,,,,,SIRGAS2000,Definitiva,Direcional,2392.78,2880,2880,MR,25,416,416,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,P-16,PETROBRAS XVI,N,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9444 -22.0757)
44,1333473,7-AB-80H-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281021298,RJ,Campos,AB,AB,ALBACORA,M,24561,S,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,30/03/2005,00/01/1900,29/05/2005,,,,,SIRGAS2000,Definitiva,Horizontal,0,3384,3384,MR,26,903,903,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-50,TRANSOCEAN DRILLER,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8823 -22.0859)
45,1349340,9-AB-76D-RJS,Petrobras,Público,Especial,especial,Explotatório,74281020881,RJ,Campos,AB,AB,ALBACORA,M,24608,S,ABANDONADO POR OBJETIVO FORA DE PREVISÃO,ABANDONADO PERMANENTEMENTE,15/04/2004,00/01/1900,15/05/2004,,,,,SIRGAS2000,Definitiva,Direcional,0,0,0,MR,22,623,623,NM,,,,,Existe,Existe,,,,,Existe,,,,,,Existe,,,,,,SS-41,TRANSOCEAN LEGEND,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.915 -22.1349)
46,1349378,7-AB-60D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810233700,RJ,Campos,AB,AB,ALBACORA,M,24812,N,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,28/12/1998,22/01/1999,22/01/1999,,,,,SIRGAS2000,Definitiva,Direcional,0,3063,0,MR,25,455,455,NM,,,,,,Existe,Existe,,,Existe,Existe,,,,,,,,,,,,SS-39,ALASKAN STAR,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9391 -22.1597)
47,1333885,7-AB-73HP-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,74281020300,RJ,Campos,AB,AB,ALBACORA,M,24576,S,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,FECHADO,15/01/2003,00/01/1900,04/03/2003,,,,,SIRGAS2000,Definitiva,Horizontal,0,3356,3356,MR,22,1035,1035,NM,,,,,Existe,,,,,Existe,,,,,,,Existe,,,,,,SS-41,TRANSOCEAN LEGEND,I,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.8648 -22.0949)
48,1349390,7-AB-7D-RJS,Petrobras,Público,Desenvolvimento,producao,Explotatório,742810182000,RJ,Campos,AB,AB,ALBACORA,M,24617,N,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,22/09/1989,25/09/1989,25/09/1989,,,,,SIRGAS2000,Definitiva,Direcional,0,535,0,MR,25,439,439,NM,,,,,,,,,,,,,,,,,,,,,,,SS-16,PETROBRAS X,,2025-03-10 00:00:00,2025-03-10 00:00:00,12,POINT (-39.9344 -22.13)
